"original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","GTSearch"
"Rubiaceae","Rudgea agresteophila Zappi, J.G. Jardim & Bruniera","Rudgea agresteophila Zappi, J.G. Jardim & Bruniera",603871,"Rubiaceae","Rudgea agresteophila Zappi, J.G. Jardim & Bruniera",603871,,"LFB","name ok","","Rudgea agresteophila Bruniera","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola",
"Rubiaceae","Rudgea coriacea (Spreng.) K.Schum.","Rudgea coriacea (Spreng.) K.Schum.",14247,"Rubiaceae","Rudgea coriacea (Spreng.) K.Schum.",14247,,"LFB","name ok","","Rudgea coriacea","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-PR","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rubiaceae","Rudgea jacobinensis Müll.Arg.","Rudgea jacobinensis Müll.Arg.",20851,"Rubiaceae","Rudgea jacobinensis Müll.Arg.",20851,,"LFB","name ok","","Rudgea jacobinensis","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-PE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Floresta Estacional Semidecidual","Terrícola",
"Rubiaceae","Rudgea malpighiacea Standl.","Rudgea malpighiacea Standl.",39300,"Rubiaceae","Rudgea malpighiacea Standl.",39300,,"LFB","name ok","","Rudgea malpighiacea","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Rudgea mouririoides Standl.","Rudgea mouririoides Standl.",39303,"Rubiaceae","Rudgea mouririoides Standl.",39303,,"LFB","name ok","","Rudgea mouririoides","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Rudgea nodosa (Cham.) Benth.","Rudgea nodosa (Cham.) Benth.",14261,"Rubiaceae","Rudgea nodosa (Cham.) Benth.",14261,,"LFB","name ok","","Rudgea nodosa","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-SP-BR-RJ-BR-MG-BR-ES","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Rudgea obtusa Standl.","Rudgea obtusa Standl.",32683,"Rubiaceae","Rudgea obtusa Standl.",32683,,"LFB","name ok","","Rudgea obtusa","NATIVA","Endemica/Cerrado","BR-MT","Árvore","Floresta Ciliar ou Galeria","Terrícola",
"Rubiaceae","Rudgea recurva Müll.Arg.","Rudgea recurva Müll.Arg.",14265,"Rubiaceae","Rudgea recurva Müll.Arg.",14265,,"LFB","name ok","","Rudgea recurva","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rubiaceae","Schradera brasiliensis Mart. ex Schult.f. & Schult.","Schradera brasiliensis Mart. ex Schult.f. & Schult.",87589,"Rubiaceae","Schradera brasiliensis Mart. ex Schult.f. & Schult.",87589,,"LFB","name ok","","Schradera brasiliensis","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Floresta de Terra Firme-Floresta de Várzea","Terrícola","sim"
"Rubiaceae","Simira pilosa M.R.V.Barbosa & Peixoto","Simira pilosa M.R.V.Barbosa & Peixoto",39342,"Rubiaceae","Simira pilosa M.R.V.Barbosa & Peixoto",39342,,"LFB","name ok","","Simira pilosa","NATIVA","Endemica/Pantanal","BR-MT","Árvore","Floresta Estacional Semidecidual","Terrícola",
"Rubiaceae","Sphinctanthus acutilobus Huber","Sphinctanthus acutilobus Huber",39408,"Rubiaceae","Sphinctanthus acutilobus Huber",39408,,"LFB","name ok","","Sphinctanthus acutilobus","NATIVA","Endemica/Amazônia","BR-RR-BR-PA","Arbusto-Árvore","Floresta de Igapó-Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Stachyarrhena acutiloba Steyerm.","Stachyarrhena acutiloba Steyerm.",39412,"Rubiaceae","Stachyarrhena acutiloba Steyerm.",39412,,"LFB","name ok","","Stachyarrhena acutiloba","NATIVA","Endemica/Amazônia","BR-AM","Arbusto-Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Stachyarrhena harleyi J.H.Kirkbr.","Stachyarrhena harleyi J.H.Kirkbr.",14326,"Rubiaceae","Stachyarrhena harleyi J.H.Kirkbr.",14326,,"LFB","name ok","","Stachyarrhena harleyi","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Restinga","Terrícola","sim"
"Rutaceae","Angostura quinquefolia Kallunki","Angostura quinquefolia Kallunki",315,"Rutaceae","Angostura quinquefolia Kallunki",315,,"LFB","name ok","","Angostura quinquefolia","NATIVA","Endemica/Amazônia","BR-MA-BR-PA","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Conchocarpus diadematus Pirani","Conchocarpus diadematus Pirani",449,"Rutaceae","Conchocarpus diadematus Pirani",449,,"LFB","name ok","","Conchocarpus diadematus","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rutaceae","Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani","Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani",453,"Rutaceae","Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani",453,"pitaguará (Cordeiro et al. 1581A)-PORTUGUES-Sudeste","LFB","name ok","","Conchocarpus fontanesianus","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rutaceae","Conchocarpus santosii Pirani & Kallunki","Conchocarpus santosii Pirani & Kallunki",482,"Rutaceae","Conchocarpus santosii Pirani & Kallunki",482,,"LFB","name ok","","Conchocarpus santosii","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Esenbeckia decidua Pirani","Esenbeckia decidua Pirani",580,"Rutaceae","Esenbeckia decidua Pirani",580,,"LFB","name ok","","Esenbeckia decidua","NATIVA","Endemica/Caatinga","BR-BA-BR-MG","Árvore","Caatinga (stricto sensu)-Floresta Estacional Decidual","Terrícola","sim"
"Rutaceae","Esenbeckia oligantha Kaastra","Esenbeckia oligantha Kaastra",606,"Rutaceae","Esenbeckia oligantha Kaastra",606,,"LFB","name ok","","Esenbeckia oligantha","NATIVA","Endemica/Cerrado","BR-BA-BR-TO-BR-GO","Árvore","Cerrado (lato sensu)","Terrícola","sim"
"Rutaceae","Galipea congestiflora Pirani","Galipea congestiflora Pirani",734,"Rutaceae","Galipea congestiflora Pirani",734,"laranjinha-branca (fide Salomão et al. 153)-PORTUGUES-Norte/Ucikarandu, akuciparandyp-PORTUGUES-Guiana Francesa e norte do Brasil","LFB","name ok","","Galipea congestiflora","NATIVA","Endemica/Amazônia","BR-MA-BR-TO-BR-PA","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Galipea grandifolia Engl.","Galipea grandifolia Engl.",744,"Rutaceae","Galipea grandifolia Engl.",744,,"LFB","name ok","","Galipea grandifolia","NATIVA","Endemica/Amazônia","BR-AM","Arbusto-Árvore","Floresta de Várzea-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Galipea laxiflora Engl.","Galipea laxiflora Engl.",750,"Rutaceae","Galipea laxiflora Engl.",750,"muelinha-PORTUGUES-Bahia, Bondar 153","LFB","name ok","","Galipea laxiflora","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rutaceae","Galipea revoluta Pirani","Galipea revoluta Pirani",765,"Rutaceae","Galipea revoluta Pirani",765,,"LFB","name ok","","Galipea revoluta","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rutaceae","Helietta glaziovii (Engl.) Pirani","Helietta glaziovii (Engl.) Pirani",777,"Rutaceae","Helietta glaziovii (Engl.) Pirani",777,"grumari-PORTUGUES-Galvão 387 e 565/gumarim-PORTUGUES-Galvão 387 e 565/três folhas-PORTUGUES-Glaziou 18177","LFB","name ok","","Helietta glaziovii","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA-BR-GO","Arbusto-Árvore","Carrasco-Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual","Terrícola","sim"
"Rutaceae","Hortia longifolia Spruce ex Engl.","Hortia longifolia Spruce ex Engl.",791,"Rutaceae","Hortia longifolia Spruce ex Engl.",791,,"LFB","name ok","","Hortia longifolia","NATIVA","Endemica/Amazônia","BR-RR-BR-PA-BR-AM-BR-MT","Árvore","Campinarana-Floresta de Terra Firme-Savana Amazônica","Terrícola","sim"
"Rutaceae","Hortia neblinensis Maguire & B.M.Boom","Hortia neblinensis Maguire & B.M.Boom",793,"Rutaceae","Hortia neblinensis Maguire & B.M.Boom",793,,"LFB","name ok","","Hortia neblinensis","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rutaceae","Neoraputia trifoliata (Engl.) Emmerich ex Kallunki","Neoraputia trifoliata (Engl.) Emmerich ex Kallunki",852,"Rutaceae","Neoraputia trifoliata (Engl.) Emmerich ex Kallunki",852,,"LFB","name ok","","Neoraputia trifoliata","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-BA-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Pilocarpus grandiflorus Engl.","Pilocarpus grandiflorus Engl.",874,"Rutaceae","Pilocarpus grandiflorus Engl.",874,,"LFB","name ok","","Pilocarpus grandiflorus","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rutaceae","Pilocarpus sulcatus Skorupa","Pilocarpus sulcatus Skorupa",907,"Rutaceae","Pilocarpus sulcatus Skorupa",907,"jaborandi-PORTUGUES-Bahia/vidro-PORTUGUES-Bahia","LFB","name ok","","Pilocarpus sulcatus","NATIVA","Endemica/Caatinga","BR-MG-BR-BA","Arbusto-Árvore","Floresta Estacional Semidecidual","Terrícola","sim"
"Rutaceae","Ravenia infelix Vell.","Ravenia infelix Vell.",964,"Rutaceae","Ravenia infelix Vell.",964,"osso-de-porco-PORTUGUES-ES","LFB","name ok","","Ravenia infelix","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Rutaceae","Ravenia polygalaecalyx Ducke","Ravenia polygalaecalyx Ducke",965,"Rutaceae","Ravenia polygalaecalyx Ducke",965,,"LFB","name ok","","Ravenia polygalaecalyx","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Ticorea froesii Kallunki","Ticorea froesii Kallunki",1036,"Rutaceae","Ticorea froesii Kallunki",1036,,"LFB","name ok","","Ticorea froesii","NATIVA","Endemica/Amazônia","BR-MA-BR-PA","Arbusto-Árvore","Floresta de Terra Firme-Floresta de Várzea-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Zanthoxylum djalma-batistae (Albuq.) P.G.Waterman","Zanthoxylum djalma-batistae (Albuq.) P.G.Waterman",1098,"Rutaceae","Zanthoxylum djalma-batistae (Albuq.) P.G.Waterman",1098,,"LFB","name ok","","Zanthoxylum djalma-batistae","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Zanthoxylum gardneri Engl.","Zanthoxylum gardneri Engl.",1114,"Rutaceae","Zanthoxylum gardneri Engl.",1114,"catuaba-de-espinho-PORTUGUES-Maranhão/laranjinha-PORTUGUES-Ceará/quebra-faca-PORTUGUES-Ceará/tinguaciba-PORTUGUES-Ceará","LFB","name ok","","Zanthoxylum gardneri","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-BA-BR-PA-BR-PI-BR-PE-BR-MA-BR-CE","Árvore","Carrasco-Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman","Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman",1124,"Rutaceae","Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman",1124,"juvevê-PORTUGUES-Sul/tembetari-PORTUGUES-Sul","LFB","name ok","","Zanthoxylum kleinii","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS-BR-PR","Arbusto-Árvore","Floresta Ombrófila Mista","Terrícola","sim"
"Rutaceae","Zanthoxylum nemorale Mart.","Zanthoxylum nemorale Mart.",1139,"Rutaceae","Zanthoxylum nemorale Mart.",1139,"espinho-cheiroso-PORTUGUES-Bahia","LFB","name ok","","Zanthoxylum nemorale","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rutaceae","Zanthoxylum retusum (Albuq.) P.G.Waterman","Zanthoxylum retusum (Albuq.) P.G.Waterman",1161,"Rutaceae","Zanthoxylum retusum (Albuq.) P.G.Waterman",1161,"laranjeira-PORTUGUES-Sudeste/laranjeira-brava-PORTUGUES-Sudeste/tinguaciba-PORTUGUES-Sudeste","LFB","name ok","","Zanthoxylum retusum","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Salicaceae","Casearia oblongifolia Cambess.","Casearia oblongifolia Cambess.",14379,"Salicaceae","Casearia oblongifolia Cambess.",14379,,"LFB","name ok","","Casearia oblongifolia","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA-BR-MS","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Salicaceae","Casearia selloana Eichler","Casearia selloana Eichler",14382,"Salicaceae","Casearia selloana Eichler",14382,,"LFB","name ok","","Casearia selloana","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-PB-BR-BA-BR-AL","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Semidecidual","Terrícola","sim"
"Sapindaceae","Cupania tenuivalvis Radlk.","Cupania tenuivalvis Radlk.",32716,"Sapindaceae","Cupania tenuivalvis Radlk.",32716,"camboatá-PORTUGUES-Sudeste/camboatá-de-folha-miúda-PORTUGUES-Sudeste","LFB","name ok","","Cupania tenuivalvis","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-PR-BR-MS-BR-SP-BR-RJ-BR-MG","Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Sapindaceae","Diatenopteryx grazielae Vaz & Andreata","Diatenopteryx grazielae Vaz & Andreata",20900,"Sapindaceae","Diatenopteryx grazielae Vaz & Andreata",20900,"rapadura-PORTUGUES-Nordeste","LFB","name ok","","Diatenopteryx grazielae","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA","Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Decidual-Floresta Estacional Semidecidual","Terrícola","sim"
"Sapindaceae","Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci","Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci",602975,"Sapindaceae","Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci",602975,,"LFB","name ok","","Matayba livescens Souza","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-BA","Arbusto-Árvore","Restinga","Terrícola",
"Sapindaceae","Matayba mollis Radlk.","Matayba mollis Radlk.",32722,"Sapindaceae","Matayba mollis Radlk.",32722,"mataíba-PORTUGUES-Sudeste","LFB","name ok","","Matayba mollis","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore-Subarbusto","Campo de Altitude-Campo rupestre-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Vegetação Sobre Afloramentos Rochosos","Terrícola","sim"
"Sapindaceae","Toulicia crassifolia Radlk.","Toulicia crassifolia Radlk.",20994,"Sapindaceae","Toulicia crassifolia Radlk.",20994,,"LFB","name ok","","Toulicia crassifolia","NATIVA","Endemica/Amazônia-Endemica/Cerrado-Endemica/Mata Atlântica","BR-AP-BR-MG-BR-PE-BR-BA-BR-TO-BR-GO","Árvore","Cerrado (lato sensu)-Floresta de Terra Firme-Floresta Estacional Semidecidual","Terrícola","sim"
"Sapindaceae","Toulicia subsquamulata Radlk.","Toulicia subsquamulata Radlk.",111749,"Sapindaceae","Toulicia subsquamulata Radlk.",111749,,"LFB","name ok","","Toulicia subsquamulata","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG-BR-MT-BR-RJ","Arbusto-Árvore","Área Antrópica-Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Simaroubaceae","Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani","Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani",604260,"Simaroubaceae","Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani",604260,,"LFB","name ok","","Homalolepis cuneata","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-MG-BR-RJ-BR-BA","Árvore","Floresta Estacional Semidecidual-Restinga","Terrícola","sim"
"Simaroubaceae","Homalolepis ferruginea (A.St.-Hil.) Devecchi & Pirani","Homalolepis ferruginea (A.St.-Hil.) Devecchi & Pirani",604263,"Simaroubaceae","Homalolepis ferruginea (A.St.-Hil.) Devecchi & Pirani",604263,,"LFB","name ok","","Homalolepis ferruginea","NATIVA","Endemica/Cerrado","BR-MG-BR-GO-BR-MS-BR-MT-BR-PI-BR-MA-BR-BA-BR-TO","Árvore","Cerrado (lato sensu)","Terrícola","sim"
"Siparunaceae","Siparuna cymosa Tolm.","Siparuna cymosa Tolm.",14546,"Siparunaceae","Siparuna cymosa Tolm.",14546,"Capitiú-PORTUGUES-Norte","LFB","name ok","","Siparuna cymosa","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-ES-BR-BA-BR-AL-BR-PA-BR-AM-BR-AC-BR-MT","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Solanaceae","Cestrum corcovadense Miers","Cestrum corcovadense Miers",14638,"Solanaceae","Cestrum corcovadense Miers",14638,,"LFB","name ok","","Cestrum corcovadense","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Solanaceae","Cestrum subpulverulentum Mart.","Cestrum subpulverulentum Mart.",14653,"Solanaceae","Cestrum subpulverulentum Mart.",14653,,"LFB","name ok","","Cestrum subpulverulentum","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES","Arbusto-Árvore","Área Antrópica-Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Solanaceae","Solanum castaneum Carvalho","Solanum castaneum Carvalho",14745,"Solanaceae","Solanum castaneum Carvalho",14745,,"LFB","name ok","","Solanum castaneum","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR","Arbusto-Árvore","Área Antrópica-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Solanaceae","Solanum falciforme Farruggia","Solanum falciforme Farruggia",604395,"Solanaceae","Solanum falciforme Farruggia",604395,,"LFB","name ok","","Solanum falciforme","NATIVA","Endemica/Cerrado","BR-BA-BR-MG-BR-GO-BR-DF","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola","sim"
"Solanaceae","Solanum sellowianum Sendtn.","Solanum sellowianum Sendtn.",14858,"Solanaceae","Solanum sellowianum Sendtn.",14858,,"LFB","name ok","","Solanum sellowianum","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-PR-BR-BA","Arbusto-Árvore","Área Antrópica-Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Styracaceae","Styrax latifolius Pohl","Styrax latifolius Pohl",21253,"Styracaceae","Styrax latifolius Pohl",21253,,"LFB","name ok","","Styrax latifolius","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-BA-BR-ES-BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Styracaceae","Styrax pedicellatus (Perkins) B.Walln.","Styrax pedicellatus (Perkins) B.Walln.",21255,"Styracaceae","Styrax pedicellatus (Perkins) B.Walln.",21255,,"LFB","name ok","","Styrax pedicellatus","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
"Symplocaceae","Symplocos nitidiflora Brand","Symplocos nitidiflora Brand",14912,"Symplocaceae","Symplocos nitidiflora Brand",14912,"capororoca-falsa-PORTUGUES-Rio de Janeiro (Itatiaia)","LFB","name ok","","Symplocos nitidiflora","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-PR","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola","sim"
"Symplocaceae","Symplocos pentandra (Mattos) Occhioni ex Aranha","Symplocos pentandra (Mattos) Occhioni ex Aranha",111436,"Symplocaceae","Symplocos pentandra (Mattos) Occhioni ex Aranha",111436,"congoinha-PORTUGUES-Minas Gerais/congonha-PORTUGUES-Minas Gerais/congonha-do-campo-PORTUGUES-Minas Gerais/maria-mole-PORTUGUES-Paraná/veadeira-do-campo-PORTUGUES-Paraná","LFB","name ok","","Symplocos pentandra","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR","Arbusto-Árvore","Área Antrópica-Campo de Altitude-Floresta Ciliar ou Galeria-Floresta Ombrófila Mista","Terrícola","sim"
"Symplocaceae","Symplocos platyphylla (Pohl) Benth.","Symplocos platyphylla (Pohl) Benth.",14914,"Symplocaceae","Symplocos platyphylla (Pohl) Benth.",14914,,"LFB","name ok","","Symplocos platyphylla","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG","Arbusto-Árvore","Área Antrópica-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Symplocaceae","Symplocos pustulosa Aranha","Symplocos pustulosa Aranha",121938,"Symplocaceae","Symplocos pustulosa Aranha",121938,"orelha-de-onça-PORTUGUES-Santa Catarina","LFB","name ok","","Symplocos pustulosa","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-PR","Arbusto-Árvore","Área Antrópica-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista-Restinga","Terrícola","sim"
"Thymelaeaceae","Daphnopsis brasiliensis Mart.","Daphnopsis brasiliensis Mart.",14942,"Thymelaeaceae","Daphnopsis brasiliensis Mart.",14942,"Embira-amarela-PORTUGUES-Sudeste/Embira-toicinheira-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis brasiliensis","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-PR","Arbusto-Árvore","Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Thymelaeaceae","Daphnopsis coriacea Taub.","Daphnopsis coriacea Taub.",14943,"Thymelaeaceae","Daphnopsis coriacea Taub.",14943,"Embira-branca-PORTUGUES-Sul/Ibiratinga-PORTUGUES-Sul","LFB","name ok","","Daphnopsis coriacea","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Thymelaeaceae","Daphnopsis martii Meisn.","Daphnopsis martii Meisn.",14945,"Thymelaeaceae","Daphnopsis martii Meisn.",14945,"Embira-PORTUGUES-Sudeste/Pau-de-embira-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis martii","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)",,"sim"
"Thymelaeaceae","Daphnopsis pseudosalix Domke","Daphnopsis pseudosalix Domke",14946,"Thymelaeaceae","Daphnopsis pseudosalix Domke",14946,"Embira-branca-PORTUGUES-Sul/Embira-pimenta-PORTUGUES-Sul","LFB","name ok","","Daphnopsis pseudosalix","NATIVA","Endemica/Mata Atlântica","BR-SC","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Thymelaeaceae","Daphnopsis schwackeana Taub.","Daphnopsis schwackeana Taub.",14948,"Thymelaeaceae","Daphnopsis schwackeana Taub.",14948,"embira-PORTUGUES-Sudeste/ouvira-branca-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis schwackeana","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Thymelaeaceae","Daphnopsis utilis Warm.","Daphnopsis utilis Warm.",14950,"Thymelaeaceae","Daphnopsis utilis Warm.",14950,"Embira-PORTUGUES-Sudeste/Embira-branca-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis utilis","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-CE-BR-DF","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Urticaceae","Coussapoa pachyphylla Akkermans & C.C.Berg","Coussapoa pachyphylla Akkermans & C.C.Berg",15047,"Urticaceae","Coussapoa pachyphylla Akkermans & C.C.Berg",15047,,"LFB","name ok","","Coussapoa pachyphylla","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Hemiepífita-Terrícola","sim"
